image_id,split,image_filename,condition_scenario,camera_angle,lighting,distance,expected_classes,annotation_status,source_type,diagnostic_status
goat_0154,train,goat_0154.jpg,healthy,rear,low_light,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0155,train,goat_0155.jpg,healthy,side_right,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0156,train,goat_0156.jpg,healthy,side_right,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0157,train,goat_0157.jpg,possible_lameness,side_right,good,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0158,train,goat_0158.jpg,multiple_visible_signs,front,indoor,far,goat|abnormal_posture|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0159,train,goat_0159.jpg,nasal_discharge,side_left,low_light,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0160,train,goat_0160.jpg,skin_lesion,rear,good,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0161,train,goat_0161.jpg,healthy,rear,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0162,train,goat_0162.jpg,skin_lesion,side_right,low_light,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0163,train,goat_0163.jpg,nasal_discharge,rear,outdoor,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0164,train,goat_0164.jpg,skin_lesion,side_right,outdoor,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0165,train,goat_0165.jpg,healthy,side_left,outdoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0166,train,goat_0166.jpg,abnormal_posture,side_left,indoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0167,train,goat_0167.jpg,skin_lesion,side_right,outdoor,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0168,train,goat_0168.jpg,abnormal_posture,side_right,indoor,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0169,train,goat_0169.jpg,healthy,front,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0170,train,goat_0170.jpg,healthy,front,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0171,train,goat_0171.jpg,multiple_visible_signs,rear,good,close,goat|possible_lameness|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0172,train,goat_0172.jpg,eye_discharge,rear,outdoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0173,train,goat_0173.jpg,multiple_visible_signs,side_right,low_light,close,goat|eye_discharge|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0174,train,goat_0174.jpg,eye_discharge,front,indoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0175,train,goat_0175.jpg,abnormal_posture,side_right,good,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0176,train,goat_0176.jpg,healthy,rear,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0177,train,goat_0177.jpg,healthy,rear,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0178,train,goat_0178.jpg,multiple_visible_signs,side_right,good,far,goat|eye_discharge|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0179,train,goat_0179.jpg,skin_lesion,side_right,good,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0180,train,goat_0180.jpg,healthy,front,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0181,train,goat_0181.jpg,eye_discharge,rear,outdoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0182,train,goat_0182.jpg,healthy,side_right,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0183,train,goat_0183.jpg,skin_lesion,side_right,indoor,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0184,train,goat_0184.jpg,healthy,side_left,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0185,train,goat_0185.jpg,abnormal_posture,front,good,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0186,train,goat_0186.jpg,abnormal_posture,side_right,low_light,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0187,train,goat_0187.jpg,eye_discharge,side_right,low_light,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0188,train,goat_0188.jpg,eye_discharge,rear,low_light,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0189,train,goat_0189.jpg,nasal_discharge,rear,outdoor,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0190,train,goat_0190.jpg,healthy,front,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0191,train,goat_0191.jpg,abnormal_posture,front,outdoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0192,train,goat_0192.jpg,healthy,side_left,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0193,train,goat_0193.jpg,skin_lesion,side_right,indoor,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0194,train,goat_0194.jpg,eye_discharge,rear,good,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0195,train,goat_0195.jpg,healthy,side_right,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0196,train,goat_0196.jpg,healthy,side_left,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0197,train,goat_0197.jpg,skin_lesion,side_right,low_light,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0198,train,goat_0198.jpg,healthy,front,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0199,train,goat_0199.jpg,healthy,rear,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0200,train,goat_0200.jpg,possible_lameness,rear,low_light,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0201,train,goat_0201.jpg,healthy,side_right,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0202,train,goat_0202.jpg,eye_discharge,front,indoor,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0203,train,goat_0203.jpg,nasal_discharge,side_right,low_light,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0204,train,goat_0204.jpg,eye_discharge,front,indoor,far,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0205,train,goat_0205.jpg,healthy,front,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0206,train,goat_0206.jpg,healthy,front,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0207,train,goat_0207.jpg,skin_lesion,side_left,low_light,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0208,train,goat_0208.jpg,healthy,side_right,low_light,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0209,train,goat_0209.jpg,multiple_visible_signs,side_left,low_light,far,goat|nasal_discharge|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0210,train,goat_0210.jpg,healthy,side_left,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0211,train,goat_0211.jpg,abnormal_posture,rear,outdoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0212,train,goat_0212.jpg,healthy,front,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0213,train,goat_0213.jpg,healthy,rear,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0214,train,goat_0214.jpg,nasal_discharge,side_right,outdoor,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0215,train,goat_0215.jpg,abnormal_posture,rear,low_light,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0216,train,goat_0216.jpg,possible_lameness,side_left,low_light,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0217,train,goat_0217.jpg,possible_lameness,rear,good,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0218,train,goat_0218.jpg,abnormal_posture,rear,low_light,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0219,train,goat_0219.jpg,abnormal_posture,side_left,low_light,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0220,train,goat_0220.jpg,healthy,side_right,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0221,train,goat_0221.jpg,healthy,rear,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0222,train,goat_0222.jpg,healthy,side_left,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0223,train,goat_0223.jpg,abnormal_posture,side_right,outdoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0224,train,goat_0224.jpg,skin_lesion,front,outdoor,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0225,train,goat_0225.jpg,possible_lameness,rear,outdoor,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0226,train,goat_0226.jpg,skin_lesion,rear,good,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0227,train,goat_0227.jpg,healthy,side_right,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0228,train,goat_0228.jpg,healthy,front,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0229,train,goat_0229.jpg,healthy,side_right,good,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0230,train,goat_0230.jpg,healthy,front,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0231,train,goat_0231.jpg,healthy,side_left,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0232,train,goat_0232.jpg,eye_discharge,side_left,indoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0233,train,goat_0233.jpg,healthy,rear,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0234,train,goat_0234.jpg,possible_lameness,side_left,indoor,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0235,train,goat_0235.jpg,skin_lesion,rear,outdoor,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0236,train,goat_0236.jpg,healthy,rear,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0237,train,goat_0237.jpg,nasal_discharge,front,low_light,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0238,train,goat_0238.jpg,multiple_visible_signs,side_right,low_light,far,goat|skin_lesion|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0239,train,goat_0239.jpg,possible_lameness,side_left,low_light,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0240,train,goat_0240.jpg,healthy,rear,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0241,train,goat_0241.jpg,healthy,side_right,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0242,train,goat_0242.jpg,healthy,front,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0243,train,goat_0243.jpg,abnormal_posture,side_right,indoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0244,train,goat_0244.jpg,abnormal_posture,side_left,indoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0245,train,goat_0245.jpg,healthy,side_left,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0246,train,goat_0246.jpg,skin_lesion,side_right,low_light,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0247,train,goat_0247.jpg,nasal_discharge,side_left,good,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0248,train,goat_0248.jpg,healthy,rear,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0249,train,goat_0249.jpg,healthy,side_right,outdoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0250,train,goat_0250.jpg,healthy,rear,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0251,train,goat_0251.jpg,possible_lameness,front,low_light,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0252,train,goat_0252.jpg,healthy,side_left,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0253,train,goat_0253.jpg,healthy,rear,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0254,train,goat_0254.jpg,nasal_discharge,rear,outdoor,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0255,train,goat_0255.jpg,abnormal_posture,side_right,low_light,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0256,train,goat_0256.jpg,multiple_visible_signs,front,indoor,medium,goat|eye_discharge|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0257,train,goat_0257.jpg,possible_lameness,side_left,good,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0258,train,goat_0258.jpg,abnormal_posture,side_right,low_light,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0259,train,goat_0259.jpg,healthy,front,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0260,train,goat_0260.jpg,healthy,side_left,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0261,train,goat_0261.jpg,eye_discharge,rear,indoor,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0262,train,goat_0262.jpg,skin_lesion,rear,low_light,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0263,train,goat_0263.jpg,healthy,side_right,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0264,train,goat_0264.jpg,eye_discharge,side_left,outdoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0265,train,goat_0265.jpg,multiple_visible_signs,side_right,outdoor,close,goat|abnormal_posture|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0266,train,goat_0266.jpg,healthy,front,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0267,train,goat_0267.jpg,skin_lesion,front,good,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0268,train,goat_0268.jpg,healthy,side_left,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0269,train,goat_0269.jpg,abnormal_posture,side_left,indoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0270,train,goat_0270.jpg,healthy,side_left,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0271,train,goat_0271.jpg,possible_lameness,side_left,indoor,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0272,train,goat_0272.jpg,healthy,side_left,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0273,train,goat_0273.jpg,possible_lameness,side_left,good,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0274,train,goat_0274.jpg,abnormal_posture,side_left,outdoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0275,train,goat_0275.jpg,healthy,front,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0276,train,goat_0276.jpg,eye_discharge,front,good,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0277,train,goat_0277.jpg,eye_discharge,side_right,good,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0278,train,goat_0278.jpg,eye_discharge,front,outdoor,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0279,train,goat_0279.jpg,skin_lesion,front,good,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0280,train,goat_0280.jpg,possible_lameness,rear,good,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0281,train,goat_0281.jpg,skin_lesion,rear,good,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0282,train,goat_0282.jpg,healthy,side_left,good,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0283,train,goat_0283.jpg,healthy,side_right,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0284,train,goat_0284.jpg,nasal_discharge,rear,low_light,close,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0285,train,goat_0285.jpg,abnormal_posture,front,indoor,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0286,train,goat_0286.jpg,eye_discharge,side_left,low_light,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0287,train,goat_0287.jpg,abnormal_posture,rear,low_light,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0288,train,goat_0288.jpg,healthy,rear,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0289,train,goat_0289.jpg,healthy,side_left,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0290,train,goat_0290.jpg,healthy,front,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0291,train,goat_0291.jpg,healthy,side_right,indoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0292,train,goat_0292.jpg,healthy,side_right,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0293,train,goat_0293.jpg,healthy,rear,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0294,train,goat_0294.jpg,nasal_discharge,side_right,good,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0295,train,goat_0295.jpg,eye_discharge,side_left,low_light,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0296,train,goat_0296.jpg,possible_lameness,side_right,outdoor,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0297,train,goat_0297.jpg,abnormal_posture,side_left,low_light,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0298,train,goat_0298.jpg,multiple_visible_signs,front,outdoor,close,goat|nasal_discharge|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0299,train,goat_0299.jpg,skin_lesion,side_right,outdoor,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0300,train,goat_0300.jpg,healthy,side_left,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0301,train,goat_0301.jpg,healthy,front,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0302,train,goat_0302.jpg,nasal_discharge,rear,low_light,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0303,train,goat_0303.jpg,healthy,side_right,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0304,train,goat_0304.jpg,healthy,front,good,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0305,train,goat_0305.jpg,healthy,front,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0306,train,goat_0306.jpg,eye_discharge,rear,low_light,far,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0307,train,goat_0307.jpg,eye_discharge,side_right,indoor,far,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
